id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,transcript
said you've been working all kind of
throughout the semiconductor industry.
>> Yeah, so I've worked inside the fab
handling the wafers and chips. I've
worked qualling the tools is the term
and it's just running recipe tests to
make sure everything is within set
boundaries. I've worked as an
engineering tech where we ran
experiments uh manually on wafers. I've
worked in lithography which is like
laser etching each individual chip with
the laser is huge. It's like the size of
a semi-truck. Yeah, but I've worked
there. That was the most interesting job
I had as the engineering check tech. I
loved that job. It was never the same
thing twice. It was always very
interesting science. It was It was a lot
of fun. I definitely enjoyed it. And it
was there that I decided that I was
going to start going back into
programming. I did some programming when
I was in high school. Like I made our
middle school's first web page and
that's about it. My life took me in
another"
